[PRODUZIDO] 2025-04-10 19:38:01 - [ID=1] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 0
[PRODUZIDO] 2025-04-10 20:29:44 - [ID=64] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:29:47 - [ID=65] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:29:48 - [ID=66] Sedan Tradicional Azul | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:29:50 - [ID=67] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:29:53 - [ID=68] Sedan Tradicional Verde | Estação: 1 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:29:54 - [ID=69] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:29:57 - [ID=70] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:29:58 - [ID=71] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:30:00 - [ID=72] Sedan Tradicional Azul | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:30:00 - [ID=73] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:02 - [ID=74] Sedan Tradicional Verde | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:04 - [ID=75] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:30:05 - [ID=76] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:08 - [ID=77] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:10 - [ID=78] Sedan Tradicional Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:11 - [ID=79] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:30:12 - [ID=80] Sedan Tradicional Verde | Estação: 1 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:30:12 - [ID=81] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:15 - [ID=82] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:20 - [ID=83] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:21 - [ID=84] Sedan Tradicional Azul | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:21 - [ID=85] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:30:22 - [ID=86] Sedan Tradicional Verde | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:23 - [ID=87] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:25 - [ID=88] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:30:27 - [ID=89] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:30:33 - [ID=90] Sedan Tradicional Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:34 - [ID=91] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:34 - [ID=92] Sedan Tradicional Verde | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:35 - [ID=93] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:35 - [ID=94] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:30:41 - [ID=95] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:42 - [ID=96] Sedan Tradicional Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:42 - [ID=97] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:45 - [ID=98] Sedan Tradicional Verde | Estação: 3 | Funcionário: 0
[PRODUZIDO] 2025-04-10 20:30:47 - [ID=99] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:49 - [ID=100] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:50 - [ID=101] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:30:55 - [ID=102] Sedan Tradicional Azul | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:30:55 - [ID=103] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:30:55 - [ID=104] Sedan Tradicional Verde | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:30:55 - [ID=105] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:30:56 - [ID=106] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:31:03 - [ID=107] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:31:05 - [ID=108] Sedan Tradicional Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:31:05 - [ID=109] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:31:05 - [ID=110] Sedan Tradicional Verde | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:31:06 - [ID=111] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:31:12 - [ID=112] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:31:12 - [ID=113] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:31:16 - [ID=114] Sedan Tradicional Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:31:18 - [ID=115] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:31:21 - [ID=116] Sedan Tradicional Verde | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:31:23 - [ID=117] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:31:26 - [ID=118] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:31:29 - [ID=119] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:31:31 - [ID=120] Sedan Tradicional Azul | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:31:32 - [ID=121] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:31:35 - [ID=122] Sedan Tradicional Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:31:38 - [ID=123] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:31:42 - [ID=124] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:31:46 - [ID=125] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:31:46 - [ID=126] Sedan Tradicional Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:31:48 - [ID=127] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:31:49 - [ID=128] Sedan Tradicional Verde | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:31:54 - [ID=129] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:31:56 - [ID=130] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:31:57 - [ID=131] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:31:58 - [ID=132] Sedan Tradicional Azul | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:32:01 - [ID=133] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:32:04 - [ID=134] Sedan Tradicional Verde | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:32:05 - [ID=135] Utilitário Esportivo Azul | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:32:08 - [ID=136] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:32:09 - [ID=137] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:32:10 - [ID=138] Sedan Tradicional Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:32:18 - [ID=139] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:32:18 - [ID=140] Sedan Tradicional Verde | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:32:20 - [ID=141] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:32:20 - [ID=142] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:32:26 - [ID=143] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:32:27 - [ID=144] Sedan Tradicional Azul | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:32:30 - [ID=145] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:32:32 - [ID=146] Sedan Tradicional Verde | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:32:34 - [ID=147] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:32:39 - [ID=148] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:32:41 - [ID=149] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:32:43 - [ID=150] Sedan Tradicional Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:32:45 - [ID=151] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:32:47 - [ID=152] Sedan Tradicional Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:32:52 - [ID=153] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:32:52 - [ID=154] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:32:56 - [ID=155] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:33:00 - [ID=156] Sedan Tradicional Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:33:04 - [ID=157] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:33:06 - [ID=158] Sedan Tradicional Verde | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:33:06 - [ID=159] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:33:13 - [ID=160] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:33:14 - [ID=161] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:33:15 - [ID=162] Sedan Tradicional Azul | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:33:18 - [ID=163] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:33:20 - [ID=164] Sedan Tradicional Verde | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:33:21 - [ID=165] Utilitário Esportivo Azul | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:33:24 - [ID=166] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:33:26 - [ID=167] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:33:31 - [ID=168] Sedan Tradicional Azul | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:33:32 - [ID=169] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:33:35 - [ID=170] Sedan Tradicional Verde | Estação: 2 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:33:36 - [ID=171] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:33:40 - [ID=172] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:33:44 - [ID=173] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:33:45 - [ID=174] Sedan Tradicional Azul | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:33:46 - [ID=175] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:33:48 - [ID=176] Sedan Tradicional Verde | Estação: 2 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:33:49 - [ID=177] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:33:50 - [ID=178] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:33:53 - [ID=179] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:33:56 - [ID=180] Sedan Tradicional Azul | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:33:59 - [ID=181] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:34:02 - [ID=182] Sedan Tradicional Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:34:02 - [ID=183] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:34:09 - [ID=184] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:34:10 - [ID=185] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:34:11 - [ID=186] Sedan Tradicional Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:34:12 - [ID=187] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:34:17 - [ID=188] Sedan Tradicional Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:34:18 - [ID=189] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:34:20 - [ID=190] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:34:21 - [ID=191] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:34:27 - [ID=192] Sedan Tradicional Azul | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:34:27 - [ID=193] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:34:29 - [ID=194] Sedan Tradicional Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:34:32 - [ID=195] Utilitário Esportivo Azul | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:34:36 - [ID=196] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:34:36 - [ID=197] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:34:38 - [ID=198] Sedan Tradicional Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:34:43 - [ID=199] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:34:44 - [ID=200] Sedan Tradicional Verde | Estação: 2 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:34:44 - [ID=201] Utilitário Esportivo Azul | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:34:45 - [ID=202] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:34:49 - [ID=203] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:34:52 - [ID=204] Sedan Tradicional Azul | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:34:54 - [ID=205] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:34:55 - [ID=206] Sedan Tradicional Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:34:57 - [ID=207] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:35:03 - [ID=208] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:35:04 - [ID=209] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:35:06 - [ID=210] Sedan Tradicional Azul | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:35:07 - [ID=211] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 4
[PRODUZIDO] 2025-04-10 20:35:09 - [ID=212] Sedan Tradicional Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:35:15 - [ID=213] Utilitário Esportivo Azul | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:35:17 - [ID=214] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:35:17 - [ID=215] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:35:19 - [ID=216] Sedan Tradicional Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:35:22 - [ID=217] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:35:22 - [ID=218] Sedan Tradicional Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:35:23 - [ID=219] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:35:28 - [ID=220] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:35:29 - [ID=221] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:35:29 - [ID=222] Sedan Tradicional Azul | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:35:33 - [ID=223] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:35:33 - [ID=224] Sedan Tradicional Verde | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:35:36 - [ID=225] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:35:38 - [ID=226] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:35:39 - [ID=227] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:35:40 - [ID=228] Sedan Tradicional Azul | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:35:41 - [ID=229] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:35:47 - [ID=230] Sedan Tradicional Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:35:51 - [ID=231] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:35:53 - [ID=232] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:35:53 - [ID=233] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:35:54 - [ID=234] Sedan Tradicional Azul | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:35:58 - [ID=235] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:35:58 - [ID=236] Sedan Tradicional Verde | Estação: 1 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:36:03 - [ID=237] Utilitário Esportivo Azul | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:36:05 - [ID=238] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:36:05 - [ID=239] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:06 - [ID=240] Sedan Tradicional Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:11 - [ID=241] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:12 - [ID=242] Sedan Tradicional Verde | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:36:12 - [ID=243] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:14 - [ID=244] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:17 - [ID=245] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:18 - [ID=246] Sedan Tradicional Azul | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:36:25 - [ID=247] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:36:27 - [ID=248] Sedan Tradicional Verde | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:29 - [ID=249] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:30 - [ID=250] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:36:31 - [ID=251] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:32 - [ID=252] Sedan Tradicional Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:38 - [ID=253] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:36:40 - [ID=254] Sedan Tradicional Verde | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:42 - [ID=255] Utilitário Esportivo Azul | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:44 - [ID=256] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:45 - [ID=257] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:45 - [ID=258] Sedan Tradicional Azul | Estação: 0 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:36:47 - [ID=259] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:51 - [ID=260] Sedan Tradicional Verde | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:51 - [ID=261] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:36:55 - [ID=262] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:36:58 - [ID=263] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:00 - [ID=264] Sedan Tradicional Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:01 - [ID=265] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:01 - [ID=266] Sedan Tradicional Verde | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:05 - [ID=267] Utilitário Esportivo Azul | Estação: 0 | Funcionário: 0
[PRODUZIDO] 2025-04-10 20:37:07 - [ID=268] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:11 - [ID=269] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:11 - [ID=270] Sedan Tradicional Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:11 - [ID=271] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:14 - [ID=272] Sedan Tradicional Verde | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:19 - [ID=273] Utilitário Esportivo Azul | Estação: 0 | Funcionário: 0
[PRODUZIDO] 2025-04-10 20:37:20 - [ID=274] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:25 - [ID=275] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:37:26 - [ID=276] Sedan Tradicional Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:27 - [ID=277] Utilitário Esportivo Vermelho | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:32 - [ID=278] Sedan Tradicional Verde | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:36 - [ID=279] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:39 - [ID=280] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:37:42 - [ID=281] Utilitário Esportivo Verde | Estação: 0 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:44 - [ID=282] Sedan Tradicional Azul | Estação: 1 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:46 - [ID=283] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 1
[PRODUZIDO] 2025-04-10 20:37:47 - [ID=284] Sedan Tradicional Verde | Estação: 3 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:47 - [ID=285] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 3
[PRODUZIDO] 2025-04-10 20:37:50 - [ID=286] Sedan Tradicional Vermelho | Estação: 0 | Funcionário: 2
[PRODUZIDO] 2025-04-10 20:37:52 - [ID=287] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 3
