[VENDIDO]   2025-04-03 19:50:22 - [ID=1] Sedan Tradicional Verde | Estação: 3 | Funcionário: 115 | Posição Esteira: 30 | Loja: 2 | Posição Esteira Loja: 12
[VENDIDO]   2025-04-03 19:50:24 - [ID=147] Sedan Tradicional Azul | Estação: 3 | Funcionário: 120 | Posição Esteira: 33 | Loja: 2 | Posição Esteira Loja: 33
[VENDIDO]   2025-04-03 19:50:24 - [ID=148] Sedan Tradicional Verde | Estação: 1 | Funcionário: 101 | Posição Esteira: 9 | Loja: 2 | Posição Esteira Loja: 16
[VENDIDO]   2025-04-03 19:50:24 - [ID=149] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 113 | Posição Esteira: 29 | Loja: 3 | Posição Esteira Loja: 25
[VENDIDO]   2025-04-03 19:50:24 - [ID=150] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 117 | Posição Esteira: 20 | Loja: 3 | Posição Esteira Loja: 5
[VENDIDO]   2025-04-03 19:50:24 - [ID=151] Sedan Tradicional Vermelho | Estação: 4 | Funcionário: 120 | Posição Esteira: 18 | Loja: 3 | Posição Esteira Loja: 17
[VENDIDO]   2025-04-03 19:50:24 - [ID=152] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 109 | Posição Esteira: 23 | Loja: 1 | Posição Esteira Loja: 1
[VENDIDO]   2025-04-03 19:50:24 - [ID=153] Sedan Tradicional Verde | Estação: 1 | Funcionário: 107 | Posição Esteira: 8 | Loja: 1 | Posição Esteira Loja: 34
[VENDIDO]   2025-04-03 19:50:24 - [ID=154] Utilitário Esportivo Verde | Estação: 4 | Funcionário: 106 | Posição Esteira: 13 | Loja: 1 | Posição Esteira Loja: 15
[VENDIDO]   2025-04-03 19:50:24 - [ID=155] Sedan Tradicional Verde | Estação: 4 | Funcionário: 105 | Posição Esteira: 21 | Loja: 3 | Posição Esteira Loja: 8
[VENDIDO]   2025-04-03 19:50:24 - [ID=156] Sedan Tradicional Verde | Estação: 2 | Funcionário: 111 | Posição Esteira: 26 | Loja: 2 | Posição Esteira Loja: 5
[VENDIDO]   2025-04-03 19:50:24 - [ID=157] Utilitário Esportivo Azul | Estação: 4 | Funcionário: 101 | Posição Esteira: 16 | Loja: 3 | Posição Esteira Loja: 24
[VENDIDO]   2025-04-03 19:50:24 - [ID=158] Sedan Tradicional Azul | Estação: 3 | Funcionário: 117 | Posição Esteira: 31 | Loja: 1 | Posição Esteira Loja: 7
[VENDIDO]   2025-04-03 19:50:24 - [ID=159] Sedan Tradicional Vermelho | Estação: 4 | Funcionário: 101 | Posição Esteira: 8 | Loja: 1 | Posição Esteira Loja: 36
[VENDIDO]   2025-04-03 19:50:24 - [ID=160] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 115 | Posição Esteira: 38 | Loja: 3 | Posição Esteira Loja: 20
[VENDIDO]   2025-04-03 19:50:24 - [ID=161] Sedan Tradicional Verde | Estação: 2 | Funcionário: 108 | Posição Esteira: 6 | Loja: 3 | Posição Esteira Loja: 37
[VENDIDO]   2025-04-03 19:50:24 - [ID=162] Sedan Tradicional Azul | Estação: 1 | Funcionário: 111 | Posição Esteira: 19 | Loja: 3 | Posição Esteira Loja: 36
[VENDIDO]   2025-04-03 19:50:24 - [ID=163] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 116 | Posição Esteira: 32 | Loja: 2 | Posição Esteira Loja: 20
[VENDIDO]   2025-04-03 19:50:24 - [ID=164] Sedan Tradicional Verde | Estação: 4 | Funcionário: 103 | Posição Esteira: 19 | Loja: 3 | Posição Esteira Loja: 10
[VENDIDO]   2025-04-03 19:50:24 - [ID=165] Sedan Tradicional Verde | Estação: 4 | Funcionário: 114 | Posição Esteira: 13 | Loja: 1 | Posição Esteira Loja: 26
[VENDIDO]   2025-04-03 19:50:24 - [ID=166] Utilitário Esportivo Verde | Estação: 4 | Funcionário: 119 | Posição Esteira: 23 | Loja: 1 | Posição Esteira Loja: 22
[VENDIDO]   2025-04-03 19:50:24 - [ID=167] Sedan Tradicional Azul | Estação: 1 | Funcionário: 112 | Posição Esteira: 7 | Loja: 1 | Posição Esteira Loja: 15
[VENDIDO]   2025-04-03 19:50:24 - [ID=168] Sedan Tradicional Verde | Estação: 1 | Funcionário: 117 | Posição Esteira: 10 | Loja: 1 | Posição Esteira Loja: 38
[VENDIDO]   2025-04-03 19:50:24 - [ID=169] Utilitário Esportivo Vermelho | Estação: 4 | Funcionário: 120 | Posição Esteira: 34 | Loja: 2 | Posição Esteira Loja: 19
[VENDIDO]   2025-04-03 19:50:24 - [ID=170] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 119 | Posição Esteira: 17 | Loja: 1 | Posição Esteira Loja: 25
[VENDIDO]   2025-04-03 19:50:24 - [ID=171] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 101 | Posição Esteira: 19 | Loja: 1 | Posição Esteira Loja: 21
[VENDIDO]   2025-04-03 19:50:24 - [ID=172] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 117 | Posição Esteira: 20 | Loja: 2 | Posição Esteira Loja: 2
[VENDIDO]   2025-04-03 19:50:24 - [ID=173] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 119 | Posição Esteira: 16 | Loja: 1 | Posição Esteira Loja: 35
[VENDIDO]   2025-04-03 19:50:24 - [ID=174] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 101 | Posição Esteira: 7 | Loja: 3 | Posição Esteira Loja: 5
[VENDIDO]   2025-04-03 19:50:24 - [ID=175] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 116 | Posição Esteira: 33 | Loja: 3 | Posição Esteira Loja: 18
[VENDIDO]   2025-04-03 19:50:24 - [ID=176] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 120 | Posição Esteira: 39 | Loja: 1 | Posição Esteira Loja: 9
[VENDIDO]   2025-04-03 19:50:24 - [ID=177] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 106 | Posição Esteira: 19 | Loja: 2 | Posição Esteira Loja: 26
[VENDIDO]   2025-04-03 19:50:24 - [ID=178] Sedan Tradicional Verde | Estação: 1 | Funcionário: 103 | Posição Esteira: 25 | Loja: 2 | Posição Esteira Loja: 13
[VENDIDO]   2025-04-03 19:50:24 - [ID=179] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 115 | Posição Esteira: 33 | Loja: 2 | Posição Esteira Loja: 27
[VENDIDO]   2025-04-03 19:50:24 - [ID=180] Sedan Tradicional Azul | Estação: 3 | Funcionário: 106 | Posição Esteira: 29 | Loja: 3 | Posição Esteira Loja: 0
[VENDIDO]   2025-04-03 19:50:24 - [ID=181] Utilitário Esportivo Azul | Estação: 4 | Funcionário: 102 | Posição Esteira: 29 | Loja: 3 | Posição Esteira Loja: 20
[VENDIDO]   2025-04-03 19:50:24 - [ID=182] Utilitário Esportivo Azul | Estação: 4 | Funcionário: 120 | Posição Esteira: 5 | Loja: 2 | Posição Esteira Loja: 18
[VENDIDO]   2025-04-03 19:50:25 - [ID=183] Sedan Tradicional Verde | Estação: 2 | Funcionário: 105 | Posição Esteira: 27 | Loja: 1 | Posição Esteira Loja: 16
[VENDIDO]   2025-04-03 19:50:25 - [ID=184] Utilitário Esportivo Vermelho | Estação: 4 | Funcionário: 120 | Posição Esteira: 3 | Loja: 1 | Posição Esteira Loja: 36
[VENDIDO]   2025-04-03 19:50:25 - [ID=185] Sedan Tradicional Azul | Estação: 3 | Funcionário: 115 | Posição Esteira: 30 | Loja: 3 | Posição Esteira Loja: 35
[VENDIDO]   2025-04-03 19:50:25 - [ID=186] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 106 | Posição Esteira: 21 | Loja: 3 | Posição Esteira Loja: 35
[VENDIDO]   2025-04-03 19:50:25 - [ID=187] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 120 | Posição Esteira: 23 | Loja: 2 | Posição Esteira Loja: 16
[VENDIDO]   2025-04-03 19:50:25 - [ID=188] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 107 | Posição Esteira: 35 | Loja: 2 | Posição Esteira Loja: 29
[VENDIDO]   2025-04-03 19:50:25 - [ID=189] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 102 | Posição Esteira: 22 | Loja: 3 | Posição Esteira Loja: 21
[VENDIDO]   2025-04-03 19:50:25 - [ID=190] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 105 | Posição Esteira: 23 | Loja: 1 | Posição Esteira Loja: 27
[VENDIDO]   2025-04-03 19:50:25 - [ID=191] Utilitário Esportivo Vermelho | Estação: 4 | Funcionário: 117 | Posição Esteira: 10 | Loja: 1 | Posição Esteira Loja: 20
[VENDIDO]   2025-04-03 19:50:25 - [ID=192] Utilitário Esportivo Vermelho | Estação: 4 | Funcionário: 105 | Posição Esteira: 38 | Loja: 3 | Posição Esteira Loja: 29
[VENDIDO]   2025-04-03 19:50:25 - [ID=193] Sedan Tradicional Vermelho | Estação: 4 | Funcionário: 116 | Posição Esteira: 13 | Loja: 3 | Posição Esteira Loja: 16
[VENDIDO]   2025-04-03 19:50:25 - [ID=194] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 118 | Posição Esteira: 26 | Loja: 3 | Posição Esteira Loja: 22
[VENDIDO]   2025-04-03 19:50:25 - [ID=195] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 110 | Posição Esteira: 29 | Loja: 1 | Posição Esteira Loja: 11
[VENDIDO]   2025-04-03 19:50:25 - [ID=196] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 109 | Posição Esteira: 9 | Loja: 1 | Posição Esteira Loja: 8
[VENDIDO]   2025-04-03 19:50:25 - [ID=197] Sedan Tradicional Azul | Estação: 4 | Funcionário: 110 | Posição Esteira: 35 | Loja: 3 | Posição Esteira Loja: 26
[VENDIDO]   2025-04-03 19:50:25 - [ID=198] Utilitário Esportivo Azul | Estação: 4 | Funcionário: 114 | Posição Esteira: 25 | Loja: 1 | Posição Esteira Loja: 9
[VENDIDO]   2025-04-03 19:50:25 - [ID=199] Sedan Tradicional Verde | Estação: 4 | Funcionário: 120 | Posição Esteira: 24 | Loja: 3 | Posição Esteira Loja: 20
[VENDIDO]   2025-04-03 19:50:25 - [ID=200] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 114 | Posição Esteira: 35 | Loja: 2 | Posição Esteira Loja: 32
[VENDIDO]   2025-04-03 19:50:25 - [ID=201] Sedan Tradicional Azul | Estação: 2 | Funcionário: 111 | Posição Esteira: 27 | Loja: 3 | Posição Esteira Loja: 30
[VENDIDO]   2025-04-03 19:50:25 - [ID=202] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 107 | Posição Esteira: 38 | Loja: 2 | Posição Esteira Loja: 6
[VENDIDO]   2025-04-03 19:50:25 - [ID=203] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 104 | Posição Esteira: 4 | Loja: 1 | Posição Esteira Loja: 10
[VENDIDO]   2025-04-03 19:50:25 - [ID=204] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 109 | Posição Esteira: 0 | Loja: 2 | Posição Esteira Loja: 20
[VENDIDO]   2025-04-03 19:50:25 - [ID=205] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 108 | Posição Esteira: 10 | Loja: 3 | Posição Esteira Loja: 24
[VENDIDO]   2025-04-03 19:50:25 - [ID=206] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 120 | Posição Esteira: 13 | Loja: 2 | Posição Esteira Loja: 1
[VENDIDO]   2025-04-03 19:50:25 - [ID=207] Sedan Tradicional Vermelho | Estação: 4 | Funcionário: 116 | Posição Esteira: 31 | Loja: 3 | Posição Esteira Loja: 16
[VENDIDO]   2025-04-03 19:50:25 - [ID=208] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 101 | Posição Esteira: 13 | Loja: 3 | Posição Esteira Loja: 13
[VENDIDO]   2025-04-03 19:50:25 - [ID=209] Utilitário Esportivo Azul | Estação: 4 | Funcionário: 115 | Posição Esteira: 21 | Loja: 2 | Posição Esteira Loja: 2
[VENDIDO]   2025-04-03 19:50:25 - [ID=210] Utilitário Esportivo Vermelho | Estação: 4 | Funcionário: 101 | Posição Esteira: 3 | Loja: 1 | Posição Esteira Loja: 18
[VENDIDO]   2025-04-03 19:50:25 - [ID=211] Sedan Tradicional Azul | Estação: 2 | Funcionário: 112 | Posição Esteira: 17 | Loja: 1 | Posição Esteira Loja: 29
[VENDIDO]   2025-04-03 19:50:25 - [ID=212] Sedan Tradicional Azul | Estação: 2 | Funcionário: 104 | Posição Esteira: 0 | Loja: 2 | Posição Esteira Loja: 14
[VENDIDO]   2025-04-03 19:50:25 - [ID=213] Sedan Tradicional Verde | Estação: 2 | Funcionário: 120 | Posição Esteira: 32 | Loja: 1 | Posição Esteira Loja: 0
[VENDIDO]   2025-04-03 19:50:25 - [ID=214] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 109 | Posição Esteira: 2 | Loja: 3 | Posição Esteira Loja: 31
[VENDIDO]   2025-04-03 19:50:25 - [ID=215] Sedan Tradicional Azul | Estação: 2 | Funcionário: 110 | Posição Esteira: 19 | Loja: 1 | Posição Esteira Loja: 35
[VENDIDO]   2025-04-03 19:50:25 - [ID=216] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 111 | Posição Esteira: 36 | Loja: 2 | Posição Esteira Loja: 30
[VENDIDO]   2025-04-03 19:50:25 - [ID=217] Sedan Tradicional Verde | Estação: 4 | Funcionário: 108 | Posição Esteira: 10 | Loja: 1 | Posição Esteira Loja: 6
[VENDIDO]   2025-04-03 19:50:25 - [ID=218] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 112 | Posição Esteira: 19 | Loja: 3 | Posição Esteira Loja: 29
[VENDIDO]   2025-04-03 19:50:25 - [ID=219] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 103 | Posição Esteira: 31 | Loja: 2 | Posição Esteira Loja: 0
[VENDIDO]   2025-04-03 19:50:25 - [ID=220] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 107 | Posição Esteira: 29 | Loja: 1 | Posição Esteira Loja: 12
[VENDIDO]   2025-04-03 19:50:25 - [ID=221] Sedan Tradicional Azul | Estação: 3 | Funcionário: 102 | Posição Esteira: 5 | Loja: 1 | Posição Esteira Loja: 18
[VENDIDO]   2025-04-03 19:50:25 - [ID=222] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 114 | Posição Esteira: 15 | Loja: 1 | Posição Esteira Loja: 34
[VENDIDO]   2025-04-03 19:50:25 - [ID=223] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 115 | Posição Esteira: 19 | Loja: 2 | Posição Esteira Loja: 7
[VENDIDO]   2025-04-03 19:50:25 - [ID=224] Utilitário Esportivo Azul | Estação: 4 | Funcionário: 119 | Posição Esteira: 38 | Loja: 3 | Posição Esteira Loja: 39
[VENDIDO]   2025-04-03 19:50:25 - [ID=225] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 120 | Posição Esteira: 18 | Loja: 1 | Posição Esteira Loja: 4
[VENDIDO]   2025-04-03 19:50:25 - [ID=226] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 102 | Posição Esteira: 2 | Loja: 3 | Posição Esteira Loja: 26
[VENDIDO]   2025-04-03 19:50:25 - [ID=227] Sedan Tradicional Azul | Estação: 1 | Funcionário: 101 | Posição Esteira: 7 | Loja: 1 | Posição Esteira Loja: 33
[VENDIDO]   2025-04-03 19:50:25 - [ID=228] Sedan Tradicional Azul | Estação: 4 | Funcionário: 107 | Posição Esteira: 4 | Loja: 3 | Posição Esteira Loja: 24
[VENDIDO]   2025-04-03 19:50:25 - [ID=229] Utilitário Esportivo Azul | Estação: 4 | Funcionário: 112 | Posição Esteira: 18 | Loja: 3 | Posição Esteira Loja: 2
[VENDIDO]   2025-04-03 19:50:25 - [ID=230] Sedan Tradicional Azul | Estação: 1 | Funcionário: 113 | Posição Esteira: 21 | Loja: 1 | Posição Esteira Loja: 28
[VENDIDO]   2025-04-03 19:50:25 - [ID=231] Sedan Tradicional Verde | Estação: 1 | Funcionário: 105 | Posição Esteira: 15 | Loja: 1 | Posição Esteira Loja: 28
[VENDIDO]   2025-04-03 19:50:25 - [ID=232] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 118 | Posição Esteira: 22 | Loja: 1 | Posição Esteira Loja: 38
[VENDIDO]   2025-04-03 19:50:25 - [ID=233] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 105 | Posição Esteira: 33 | Loja: 1 | Posição Esteira Loja: 8
[VENDIDO]   2025-04-03 19:50:25 - [ID=234] Sedan Tradicional Vermelho | Estação: 4 | Funcionário: 110 | Posição Esteira: 24 | Loja: 1 | Posição Esteira Loja: 0
[VENDIDO]   2025-04-03 19:50:25 - [ID=235] Utilitário Esportivo Vermelho | Estação: 4 | Funcionário: 106 | Posição Esteira: 26 | Loja: 3 | Posição Esteira Loja: 4
[VENDIDO]   2025-04-03 19:50:25 - [ID=236] Sedan Tradicional Azul | Estação: 2 | Funcionário: 108 | Posição Esteira: 36 | Loja: 1 | Posição Esteira Loja: 4
[VENDIDO]   2025-04-03 19:50:25 - [ID=237] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 114 | Posição Esteira: 20 | Loja: 1 | Posição Esteira Loja: 28
[VENDIDO]   2025-04-03 19:50:25 - [ID=238] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 107 | Posição Esteira: 33 | Loja: 2 | Posição Esteira Loja: 31
[VENDIDO]   2025-04-03 19:50:25 - [ID=239] Utilitário Esportivo Verde | Estação: 4 | Funcionário: 112 | Posição Esteira: 17 | Loja: 3 | Posição Esteira Loja: 8
[VENDIDO]   2025-04-03 19:50:25 - [ID=240] Sedan Tradicional Vermelho | Estação: 4 | Funcionário: 119 | Posição Esteira: 1 | Loja: 3 | Posição Esteira Loja: 17
[VENDIDO]   2025-04-03 19:50:25 - [ID=241] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 110 | Posição Esteira: 3 | Loja: 2 | Posição Esteira Loja: 9
[VENDIDO]   2025-04-03 19:50:25 - [ID=242] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 114 | Posição Esteira: 36 | Loja: 2 | Posição Esteira Loja: 39
[VENDIDO]   2025-04-03 19:50:25 - [ID=243] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 119 | Posição Esteira: 36 | Loja: 2 | Posição Esteira Loja: 29
[VENDIDO]   2025-04-03 19:50:25 - [ID=244] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 120 | Posição Esteira: 22 | Loja: 1 | Posição Esteira Loja: 28
[VENDIDO]   2025-04-03 19:50:25 - [ID=245] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 105 | Posição Esteira: 1 | Loja: 3 | Posição Esteira Loja: 34
[VENDIDO]   2025-04-03 19:50:26 - [ID=246] Sedan Tradicional Azul | Estação: 4 | Funcionário: 113 | Posição Esteira: 24 | Loja: 3 | Posição Esteira Loja: 18
[VENDIDO]   2025-04-03 19:50:26 - [ID=247] Sedan Tradicional Verde | Estação: 1 | Funcionário: 102 | Posição Esteira: 15 | Loja: 1 | Posição Esteira Loja: 22
[VENDIDO]   2025-04-03 19:50:26 - [ID=248] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 111 | Posição Esteira: 36 | Loja: 3 | Posição Esteira Loja: 19
[VENDIDO]   2025-04-03 19:50:26 - [ID=249] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 106 | Posição Esteira: 0 | Loja: 2 | Posição Esteira Loja: 39
[VENDIDO]   2025-04-03 19:50:26 - [ID=250] Sedan Tradicional Verde | Estação: 2 | Funcionário: 113 | Posição Esteira: 10 | Loja: 3 | Posição Esteira Loja: 9
[VENDIDO]   2025-04-03 19:50:26 - [ID=251] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 119 | Posição Esteira: 34 | Loja: 2 | Posição Esteira Loja: 13
[VENDIDO]   2025-04-03 19:50:26 - [ID=252] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 116 | Posição Esteira: 14 | Loja: 2 | Posição Esteira Loja: 32
[VENDIDO]   2025-04-03 19:50:26 - [ID=253] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 113 | Posição Esteira: 9 | Loja: 2 | Posição Esteira Loja: 20
[VENDIDO]   2025-04-03 19:50:26 - [ID=254] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 101 | Posição Esteira: 10 | Loja: 1 | Posição Esteira Loja: 2
[VENDIDO]   2025-04-03 19:50:26 - [ID=255] Sedan Tradicional Vermelho | Estação: 4 | Funcionário: 104 | Posição Esteira: 22 | Loja: 1 | Posição Esteira Loja: 18
[VENDIDO]   2025-04-03 19:50:26 - [ID=256] Utilitário Esportivo Vermelho | Estação: 4 | Funcionário: 105 | Posição Esteira: 1 | Loja: 3 | Posição Esteira Loja: 24
[VENDIDO]   2025-04-03 19:50:26 - [ID=257] Sedan Tradicional Verde | Estação: 4 | Funcionário: 105 | Posição Esteira: 8 | Loja: 3 | Posição Esteira Loja: 12
[VENDIDO]   2025-04-03 19:50:26 - [ID=258] Sedan Tradicional Azul | Estação: 2 | Funcionário: 103 | Posição Esteira: 7 | Loja: 3 | Posição Esteira Loja: 11
[VENDIDO]   2025-04-03 19:50:26 - [ID=259] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 119 | Posição Esteira: 35 | Loja: 3 | Posição Esteira Loja: 1
[VENDIDO]   2025-04-03 19:50:26 - [ID=260] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 120 | Posição Esteira: 32 | Loja: 1 | Posição Esteira Loja: 0
[VENDIDO]   2025-04-03 19:50:26 - [ID=261] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 103 | Posição Esteira: 21 | Loja: 1 | Posição Esteira Loja: 21
[VENDIDO]   2025-04-03 19:50:26 - [ID=262] Sedan Tradicional Vermelho | Estação: 4 | Funcionário: 101 | Posição Esteira: 32 | Loja: 2 | Posição Esteira Loja: 1
[VENDIDO]   2025-04-03 19:50:26 - [ID=263] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 103 | Posição Esteira: 6 | Loja: 1 | Posição Esteira Loja: 10
[VENDIDO]   2025-04-03 19:50:26 - [ID=264] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 114 | Posição Esteira: 16 | Loja: 2 | Posição Esteira Loja: 12
[VENDIDO]   2025-04-03 19:50:26 - [ID=265] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 107 | Posição Esteira: 14 | Loja: 2 | Posição Esteira Loja: 14
[VENDIDO]   2025-04-03 19:50:26 - [ID=266] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 106 | Posição Esteira: 17 | Loja: 3 | Posição Esteira Loja: 10
[VENDIDO]   2025-04-03 19:50:26 - [ID=267] Sedan Tradicional Azul | Estação: 1 | Funcionário: 116 | Posição Esteira: 17 | Loja: 3 | Posição Esteira Loja: 25
[VENDIDO]   2025-04-03 19:50:26 - [ID=268] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 102 | Posição Esteira: 28 | Loja: 1 | Posição Esteira Loja: 38
[VENDIDO]   2025-04-03 19:50:26 - [ID=269] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 105 | Posição Esteira: 34 | Loja: 1 | Posição Esteira Loja: 35
[VENDIDO]   2025-04-03 19:50:26 - [ID=270] Sedan Tradicional Azul | Estação: 2 | Funcionário: 113 | Posição Esteira: 23 | Loja: 3 | Posição Esteira Loja: 35
[VENDIDO]   2025-04-03 19:50:26 - [ID=271] Sedan Tradicional Azul | Estação: 1 | Funcionário: 109 | Posição Esteira: 20 | Loja: 2 | Posição Esteira Loja: 13
[VENDIDO]   2025-04-03 19:50:26 - [ID=272] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 120 | Posição Esteira: 30 | Loja: 2 | Posição Esteira Loja: 33
[VENDIDO]   2025-04-03 19:50:26 - [ID=273] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 115 | Posição Esteira: 32 | Loja: 1 | Posição Esteira Loja: 1
[VENDIDO]   2025-04-03 19:50:26 - [ID=274] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 102 | Posição Esteira: 9 | Loja: 3 | Posição Esteira Loja: 7
[VENDIDO]   2025-04-03 19:50:26 - [ID=275] Sedan Tradicional Verde | Estação: 4 | Funcionário: 108 | Posição Esteira: 32 | Loja: 3 | Posição Esteira Loja: 5
[VENDIDO]   2025-04-03 19:50:26 - [ID=276] Sedan Tradicional Vermelho | Estação: 4 | Funcionário: 110 | Posição Esteira: 27 | Loja: 1 | Posição Esteira Loja: 32
[VENDIDO]   2025-04-03 19:50:26 - [ID=277] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 106 | Posição Esteira: 29 | Loja: 2 | Posição Esteira Loja: 22
[VENDIDO]   2025-04-03 19:50:26 - [ID=278] Sedan Tradicional Azul | Estação: 4 | Funcionário: 119 | Posição Esteira: 11 | Loja: 2 | Posição Esteira Loja: 37
[VENDIDO]   2025-04-03 19:50:26 - [ID=279] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 101 | Posição Esteira: 9 | Loja: 3 | Posição Esteira Loja: 22
[VENDIDO]   2025-04-03 19:50:26 - [ID=280] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 101 | Posição Esteira: 10 | Loja: 3 | Posição Esteira Loja: 38
[VENDIDO]   2025-04-03 19:50:26 - [ID=281] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 109 | Posição Esteira: 20 | Loja: 1 | Posição Esteira Loja: 32
[VENDIDO]   2025-04-03 19:50:26 - [ID=282] Utilitário Esportivo Azul | Estação: 4 | Funcionário: 110 | Posição Esteira: 25 | Loja: 2 | Posição Esteira Loja: 12
[VENDIDO]   2025-04-03 19:50:26 - [ID=283] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 101 | Posição Esteira: 20 | Loja: 1 | Posição Esteira Loja: 25
[VENDIDO]   2025-04-03 19:50:26 - [ID=284] Sedan Tradicional Azul | Estação: 2 | Funcionário: 101 | Posição Esteira: 1 | Loja: 3 | Posição Esteira Loja: 36
[VENDIDO]   2025-04-03 19:50:26 - [ID=285] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 107 | Posição Esteira: 39 | Loja: 2 | Posição Esteira Loja: 23
[VENDIDO]   2025-04-03 19:50:26 - [ID=286] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 105 | Posição Esteira: 21 | Loja: 3 | Posição Esteira Loja: 13
[VENDIDO]   2025-04-03 19:50:26 - [ID=287] Utilitário Esportivo Azul | Estação: 4 | Funcionário: 119 | Posição Esteira: 7 | Loja: 2 | Posição Esteira Loja: 17
[VENDIDO]   2025-04-03 19:50:26 - [ID=288] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 119 | Posição Esteira: 35 | Loja: 3 | Posição Esteira Loja: 9
[VENDIDO]   2025-04-03 19:50:26 - [ID=289] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 101 | Posição Esteira: 27 | Loja: 1 | Posição Esteira Loja: 28
[VENDIDO]   2025-04-03 19:50:26 - [ID=290] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 101 | Posição Esteira: 14 | Loja: 1 | Posição Esteira Loja: 37
[VENDIDO]   2025-04-03 19:50:26 - [ID=291] Sedan Tradicional Azul | Estação: 2 | Funcionário: 110 | Posição Esteira: 29 | Loja: 1 | Posição Esteira Loja: 25
